Column1,listing_id,id,date,reviewer_id,reviewer_name,comments,length,language,compound,neg,neu,pos,English
60074,27442497,589436227,"06,01,20",189187853,Woodam,The apartment was in very poor conditions  Some examples are wornout furniture tornup couch torn bedroom curtains mold filled shower curtain damaged walls and door trims filthy range hood and cook ware clogged water filter cold water in the kitchen dirty bedsheet air conditioner units with filter replacement lights on etc  I took photos of these issues whenever I found them during my stay instead of telling the host right away because 1 there were too many issues 2 some of them were not easily fixable no possible immediate solutions and 3 I didnt want to ruin my international family vacation you can imagine dealing with this kind of issues can easily drain off emotion and energy  After returning to my home country I shared the photos with Airbnb and they provided a partial refund,819,en,-0.2242,0.096,0.815,0.09,
29985,9778024,235519368,"17,02,18",127502655,Ridlo,Its very clean and cheap excatly the same as the picture but its on the 4th floor of the building and theres no elevator so we have to go up by stairs,157,en,-0.2031,0.08,0.862,0.057,
22330,24664051,613846023,"03,03,20",216630507,Erika,The place is good the only inconvenience was that the apartment is on the 4 floor and theres no a elevator,109,en,-0.2023,0.184,0.703,0.113,
40081,16936558,480976837,"04,07,19",238439861,Ismail,The place is  better than I expected it was clean and tidy The location is a bit far from the MRT station but it was quite close to the bus stations There was a problem about the AC remote but Nicol immediately responded and fixed it,237,en,-0.1901,0.071,0.854,0.075,
47431,468782,12005462,"21,04,14",13143429,Ralph,A big plus is the prime location in a private home just in the second land from Serangoon garden Another plus is the private bathroomThe position of the room next to the kitchen without a proper wall in between makes the room a bit noisy if you have a light sleep as there is activity starting as early as 6 AM,323,en,-0.1779,0.028,0.972,0,
50872,35082329,581052135,"23,12,19",78994597,Lu,The location is great very near main tourist attractions all in walking distance and several MRT stations The staff were helpful and friendly The bathroom was clean but the quilt cover had hair on it and the air in the capsule did not seem very fresh It was not very comfortable to breathe when sleeping at night since I had allergic rhinitis Overall it was worth the price,382,en,-0.177,0.118,0.736,0.147,
41941,32411075,567989385,"23,11,19",36268426,Mia,The location is ok Near metro and bus I didnt know It is  a mixed room I stayed at the Upper bed It is so high I Need to struggle to climb up each time Clean environment People are quiet and polite The street outside is not particularly charming,255,en,-0.1751,0.101,0.811,0.088,
34180,18755310,545776130,"13,10,19",6972040,Gisella,The description is true Its close to airport But one mattress had the springs coming through Impossible to sleep on   I didnt feel welcomed An electric drill was used at 2200 hours,187,en,-0.1665,0.074,0.871,0.055,
42933,20580799,579605859,"21,12,19",316556391,Daochuan,The room didnt coincide with the photos the host put online There are two beds filling up the room and no enough space to live in And the host refused to adjust it Finally she agreed me to shorten the stay and refund me fully pro rata But only refund me partly,266,en,-0.1655,0.06,0.912,0.029,
8788,16391421,232032006,"04,02,18",130565394,Tony,Conveniently located near 2 opposing bus stops,47,en,-0.1531,0.211,0.789,0,
11581,37507042,537603315,"29,09,19",286594694,Chermaine,No further comment but will not choose to stay for next trip,60,en,-0.1531,0.127,0.873,0,
11988,15533066,152368598,"16,05,17",13720699,Faisal,Its located in Central Singapore close to MRT and bus stops,62,en,-0.1531,0.138,0.862,0,
20767,36216542,614105002,"04,03,20",331978621,K L,Located near to Website hidden by Airbnb stops are near by and there are lots of restaurants nearby,101,en,-0.1531,0.086,0.914,0,
20952,6352827,254523681,"17,04,18",68613180,Li Juin,Conveniently located eg 24hour supermarket 10min walk to train station nearby bus stops restaurants,102,en,-0.1531,0.11,0.89,0,
1363,11555323,496073692,"27,07,19",16192931,Henry,Not recommended,15,en,-0.1511,0.614,0.386,0,
37611,24000911,299903405,"01,08,18",139064116,Chương,Check in chek out quickly nice room but a bit tight just enough for 2 peopleThe room was very noisy because of the road and due to the room only on the second floor many cars near park and so many line of bus,214,en,-0.1505,0.054,0.905,0.041,
24446,21974182,471135053,"17,06,19",1495677,Diego,The person that receive me was very friendly although the lady next day was very rude The place is noisy in the mornings,122,en,-0.128,0.175,0.702,0.123,
34086,15774113,344638691,"04,11,18",26398166,Yvonne,Near to train station and shopping centre There is only 1 key to share between all the guests so it is a problem if you are not returning to the accommodation together at the same time,186,en,-0.128,0.069,0.874,0.057,
41960,18471415,240943587,"07,03,18",110846567,Katherine,Good location space and communication  Very clean  We were worried about the outside bathroom but it really is a completely private space available only the bedroom with no other access so think of it as a regular en suite without air conditioning,255,en,-0.1163,0.095,0.82,0.085,
58597,15532514,423372698,"14,03,19",32401023,Lisce,No Comment at all Didnt stay at the place and asked for a refund because the room I booked for two days which was already confirmed  paid  was being used by another guest I guess the host confirmed two different guest for the same room I was told to be upgraded but for me I was disappointed already not because of the concrete wall view and the different locationbuilding  Also there was no notification or communication whatsoever regarding this matter And my messages were not being replied by Darrick but then he apologized because he was busy Hopefully in the future IF  I do want to stay at other Darricks listings this will not happen again,664,en,-0.1059,0.067,0.86,0.072,
10869,10916250,465536140,"08,06,19",66522764,Shoji,have to pay extra cost Need to check before reservation,57,en,-0.1027,0.135,0.865,0,
15509,16578060,204824739,"20,10,17",129852297,John,Good location so close to orchard road Cleanliness of the room was not great,79,en,-0.1012,0.181,0.66,0.159,
38303,21287064,344166598,"03,11,18",215974139,Sami,Not worth the asking price Dirty place the pictures in the listing arent accurate at all The smell is awful the wifi didnt work check in is inconvenient You can get a better deal at a nice hotel in a better area,220,en,-0.0941,0.186,0.653,0.161,
53428,9321841,411578836,"13,02,19",239988695,Nabila,I would highly recommend visitors to stay away from this place our host was unresponsive when we voiced our concerns There were a few workers who were kind but in general the dorms were not a hygienic place to stay The bathrooms had bugs and mosquitos flying around The bedroom had dust and hair around the floors There was a blackout one night and the host closed the phone when I called him Overall we did not enjoy our stay here,440,en,-0.0889,0.04,0.912,0.048,
33677,8313460,575984389,"12,12,19",20875011,Nicholas,The place was overall decent However they seem to have an ant problem in my room This made us a bit more uncomfortable than expected Other than that location and value were good,183,en,-0.0754,0.14,0.727,0.133,
47100,3158949,36546972,"29,06,15",28703782,Alex,Good location however room not at all like shown on photos Darrick owns multiple rooms No wardrobe etc Bathroom didnt even have hand soap The studio looked like it hadnt been usedcleaned in a while Looked very cheap No fire safety devices despite having cooking appliances in the room Would not stay again,319,en,-0.0752,0.147,0.711,0.142,
36218,21415749,478439665,"30,06,19",212719886,可,clean and neat but this place is near by the india temple so your sleeping will be interupt by the temple singing in the night For the people need quite place for sleep this place is not a good option,202,en,-0.0667,0.071,0.842,0.088,
45069,16747836,525508542,"08,09,19",47048589,Linh Linh,This place was just what we needed for our trip Provided the basics and it was nice to have an inroom washerdryer Very spacious room 10 minutes from the Fort Canning MRT Only downside was that the AC leaked a bit but fortunately there were bowls we were able to use to catch the water,292,en,-0.0644,0.055,0.911,0.033,
48193,8345921,112368882,"05,11,16",4427002,Hann,The picture for the PREMIUM features space of which there was almost NONE Open the door bunk bed on side and locker thats it Supposedly phtoo shows there is a window but that didnt exist Feels like staying in a toilet with bed Room SMELLED stale as if it was never aired Price is cheap so i guess i cannot be too critical,334,en,-0.0572,0.04,0.923,0.037,
